target,text
0,@luckygnahhh I miss him whenever someone mentions RPattz or Edward
0,Gettin ready to watch Jay Leno's final show  i'll miss The Tonight Show!
1,"@Koisny asi se to nedÃ¡ jinak nazvat, protoÅ¾e nenÃ­ schopnÃ© vysvÄtlenÃ­... a pak, Å¾e se nedÄjÃ­"
0,Morning twitters!Just took a cold shower but i am still soooooo tired
1,"@TierraBarber www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!!  &amp; FOLLOW me , Cheers x"
0,"@danielho No you don't. They're not good. We couldn't find the camera.  Maybe I'll load a few tomorrow, but I warn you. Ok?"
1,sleeping while its raining outside is one of my fave things to do
0,@zRows there aren't any &quot;Sean for dictator&quot; rooms either I bet  it's almost as if no one wants me to be dictator
1,@haouli_julie the mary jane kind - they have mickey heads instead of circles - got them when I had sore feet at disney world
1,@Chaos33176  something like that
0,@DianeStafford and you did not invite me out
0,"i am a little bit shaken by that nutter i just blocked, made me feel very sick!"
0,@andychrism I'm sorry she unfollowed you.    The problem is that some programs emphasize how great they are while &quot;forgetting&quot; that...
1,@radha_ you are &quot;pathetic&quot;   you need help! call 911
0,i'm so bored - have to go clean the showers now
1,"@JIMSALEMNH Well, Teepees (or Tipis) are more conical without the straight sides. Yurts could be considered &quot;flattened&quot; tipis."
0,On my way to work.  toooo early!!!
0,@greekpeace just responded to you on fb.
0,@allieloves I felt that exact emotion when I gave up queuing in the Selfridges queue! I really liked those Juicy trackies as well
1,@jonluke Yeah you better be!
1,lovely weather today it makes everything seem worthwhile
0,"eating spaghetti, yum   today its not that great weather.."
1,@hype6477 Good to hear all's cool. I've just sent you a DM hope it'll start to help you
0,"@mspixieriot aww, hope it goes ok! I never look forward to dentists either"
1,Okay done with Spanish  Have to think of what I am going to write on my world history essay!
1,"I'm in Frankenmuth, and I'm pretty sure you're not."
1,"@texaseducation Ah, you went back to the scared monkey"
1,Another day of schoool. Only like 3 weeks left thoughhh
1,@Michaelturnbull I am thinking Criticize then Addicted to Love  your list made me go and spotify Stacy Lattisaw's Jump to the Beat!
1,"@katybarnett lol, I'm am always always thinking about fandom. And then I always want to tweet about it."
0,it says thanx! but i havent even voted yet!!!!!!!!
1,"@TheRedOne89 relax omule Bucharest *	Tue 7:45 AM, asta inseamna 9:45 PM Pacific Time"
0,raining in Clarence - no tennis today
1,(cont.) a lot of work to do. Blahhh. But really excite about hanging out with my aunt and uncle.  I've missed them.  My Aunt epecially.
0,is working. all day. 10:30-7.
0,It just makes me happy! over and over again! I just wish I wasn't afraid to fly  http://tinyurl.com/64skpp
0,Just said byebye to ArnieLeeLee @ bus station. Feeling a bit sad and lonely.
1,"@ErinY83 how was your concert??? I hope it went so well!!!  Mine was fine, but more importantly: DONE"
0,"Ready, steady, GO - off to bed...wish I'd remembered to post my Daddy's Day card"
0,My allergies are really killing me here in the dry airport air
0,no1 wants to go to the gym wit me :/
1,60 Firemaking! Now back to work.  http://is.gd/12tBg
1,Going to work :/ buh bye
0,Gruesome internet connection problems today just burned up three hours trying to fix - booo
1,@JonathanBoriss I'll be there in about 20 minutes w/ ghetto computer in hand
0,I seriously am ashamed of myself for liking a U2 song
1,"Looking forward to tomorrow, it's gonna be fun"
0,@aseity sorry. shitty just because of duty?
0,"@Sephystryx I've been looking about for good stuff to write, but also been doing loads of uni work"
0,i miss @jordanknight!! i really do!!
0,Sitting at the party. Bored waiting for kids to get here  text me...... Nmg &lt;3
0,sitting up and waiting for my dinner to go down
0,in need to print a WHOLE EQUADOREAN FOREST
0,RIP David Carradine: We will miss you Grass Hopper  Ninjas Suck!
1,@dynamitechar awwwwww  thanks cutie! you should comment sometime &amp; let me know you're out there!
0,aww.bummer. it's raining on my birthday.
0,@ryanlipert my thoughts exaclty  I'll just have to live without
0,@CRSete Why Arn't You Playing Today?  x
0,ashuuuu!! i got  the flu!
1,Goodmorning everybody
0,Kinda sad I will be missing @wearephoenix tonight. I will be at the Cabooze.
0,@ashbe i wake up at 4:30 everyday.  i only have less than four hours til that time
1,@JackAllTimeLow come to england
0,mortality grows closer re: http://ff.im/4qxuO
0,working 9p-6a
1,@mileycyrus Hey Miley  I love your voice (L)
1,@MarthaStewart namedropper
0,help please - husband has ripped veil on my vintage hat  any ideas where I could buy new pale blue veil to replace it?
0,"@meagandenise damn babe, every man in the city of detroit is tryna steal you from me... smh"
1,Gettin ready 2 hit the hay. Goodnight my lovely twitter peeps
0,ok...so i'm Twittin from my computer...its gonna be bad when i get on my phone.. cause ima be lost like shit
0,"Getting sick, have to work this weekend, hella hw, and doesnt look like I will see my girlfriends until Saturday. Ugghhh"
0,just preparing my self study
0,just got home.. had a lot of fun... but cant sleep
1,"@MsLiberty *chortle* just bein' me.  Thank you kindly, however."
1,Ramen&amp;Dumplings for dinner at a family-run restaurant.I like their food and service.  - Photo: http://bkite.com/076iM
1,desperate housewives with the ma.
0,"I never thought that everything wud end this way, you can take a blue sky and turn it grey, I swore to u that i wud do my best to change."
1,@MalikiAziz jealous? :p pasal im too lazy to go on msn and shes not in skype so yeah
0,@RobynHumes yeah yeah cant wait to hear beat again live woop woop (on radio- sucks)
1,@chillybreck your followed
0,dudee ; I need more twitter friends
0,@TennisTim I was so surprised with Blake especially after he played so well at Queens to crash out in the first round
0,"@sweetishbubble I've thought about doing it, but I can barely beta the stories I do now."
1,@CeciliaHan í¸ìí° ê°ìì? íì?í©ëë¤. ê·¸ë¦¼ì?ì ì ì?¼ ì¼ìª½ì?´ ì¸ì¤ë¦¬ì ë§ëì?
1,"@amandapalmer He loved it, so Happy Birthday!!!   He said you sounded like a mixture of John Lennon, Chrissie Hynde, and Janis Joplin."
1,"jo bros ,  mileys cyrus here we go ladies we are going to have the best time EVER"
0,im tired  need to rest for 'nother day in school
1,i had to pause it. had to make a sausage butty.
1,CDP thanks last night for covering the Baja race and bring back Redman and Method man. Can't wait for show at miltary base
1,@Ryanwcw I believe congratulations are in order
0,So who upgraded thier iPhones &amp; successfully re-jailbroke? I'd really miss my themes
0,I donï¿½t find this site much use really. Iï¿½ll go try and delete my name
0,@megbh I'm A+ too. But I can't donate  I don't have enough RBCs
1,Going out to Pebble Creek for another weekend of golf! Happy that everyone is coming to support me  But im a tad nervous!!
0,Can't sleep...another tummyache...
0,Got a B in my skills class.  Very disappointed. Just means i need to seriously focus next quarter. Less zealotry more knife skills.
0,says confused  http://plurk.com/p/111w0y
0,Is really worried about sammi rite now.  pray for her if u can.
0,@adairish i don't think i know any of those songs.
1,Is off to take teh SATz. Not the best start to summer but who cares! Ha its still summer!
0,Ok well briana has been gone all day and i really miss her like crazy  come back soon baby! Please..i love you!
1,@Klutz315 must be a good feeling
1,@FlagDudesMom I saw the reports in the AZDailySun before we moved to #FLG
0,Virus on my bebo
0,"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now"
0,Had an easy ride today in the rain. Back still hurts but my legs feel good philly will be interesting. Leaving the host house tomorrow
0,iss kind of sick... nd is lyin in bedd  xx
0,well in a pensive mood want to get out of this virtually a jail with 10 cameras always watching feels
0,"@avaamnesia probably not, got too much to do at home."
0,"@mWeErAeVdEiRth i haven't talked to her in like, two days."
1,My amp looks so pretty  now to wait for my adapters....  http://twitpic.com/6g4m4
1,made eggs benedict for mom.. waiting for her to get in the shower so we can make her bed...   get this:: the sheets are EGYPTIAN COTTON
1,"HA, FIRST PLACE."
0,@MADDYisBROKEN OMFG!!!! I am soooooooooooo fuckin sry!!!!!!! Didn't see u there!!  I feel bad.....
0,I gotta blow Out then flat iron my hair.. That might take a while
1,"@taylorsatula well, not particularly!  'nite"
1,"TOO CUTE! Check it out: Artwork by Kim Howell, logo graphics &amp; bee animation frames by me  http://pugadventureseries.com/"
0,"@AnaM910 you should've told me, i would've met you there"
1,@winstonpeng welcome to Twitter
1,before doing something good slooowly count to 10
0,I barely got any sleep last night. It was horrible.
1,"@bowwow614 Sometimes you just gotta put yourself first, you know?"
0,Andrew's flight back to CO should be landing soon
0,I'm getting ready to head out but it's a rainy day!    Not sure if I want to get my big red balls wet...
1,@SingleSyllable And everyone knows Woolies is over protective when due dating their haddock.
1,curtisdroppelman - sorry its late but HEY!  http://tumblr.com/xa11sv8pa
1,"At coogies with my tutor pam! Still tired, oober busy day! Mmm my coffee is gooood.  haha"
0,@ashwinpande yaar it's fuckin taking time
0,@daniellekelly newborns feel more pain than adults.Circ disrupts mama bonding  4skin protects urethra from feces &amp; urine while in diapers.
0,Guerilla Truck Show is going on in west loop.  Too bad its raining
0,Watching Cool Runnings. I love this film. I miss John Candy.     And... dare I say it... the 90's!!!
1,@WayneRobinson A bonus #FollowFriday just for you: @nickswisher and @cc_sabathia.
0,"http://twitpic.com/6d44y - Sunny, i got so burnt, it hurts"
0,@PerezHilton pu-leeze.  WTF is there to whine about in LA?  They could be in friggin Jersey like me
1,is new to twitter...don't know who I'm gonna follow...or who's gonna follow me... but let's give it a try
0,@Brandon_E  they don't....not to ruin your #incubusday or anything.
0,"@Juliet_B Yeah, I know. It was sarcastic"
0,@ddlovato demi i love you SO MUCH. you're everything for me  you can answer me please ?! would  the most wonderful thing i love you â¥
0,@allconsoffun because the plug in won't date my stuff  and now it's saying 3 weeks ago for today. lol
0,Still no validation email... What's up with you respawn?
1,@Thehodge Does the catapult addon feature an actual catapult? Otherwise I agree with @cbetta: Lame!
1,"@scene_skater hey aira, i miss you girl"
1,@Blue_MandM Helaas.. En thanks!
1,@wood_brothers21 ur welcome man I'm glad the tix went to a cool twitter tweep  and that u enjoyed the race. I thought it was a awesome
0,"After a musical dry spell, I've been offered 2 gigs in the last 15 minutes.  Of course, I will be out of town so I can't take either."
0,@justhamy
0,@imcreamed
1,"Was on the bus, and Mario's song &quot;Let Me Love You&quot; came on...I was so thinking about Jordan Knight!"
0,@Abbsies I hate eating fish but they are fun to hold. Then they die
0,"&quot;Who made eggs&quot; &quot;There's food if you want some&quot;, are the first words my big sister has said today to me since we moved here"
0,"@blackandred oh, I'm sorry  I kinda know it, my friend is ignoring me for reasons unknown."
0,"@BrittyBoo_20 I hope he does it soon, and i know i hate fakes"
0,just knowing about the inconvenient truth... spoil my happiness that lasted only 15 mins crapp..!
0,@Cpunches NO! I was folding laundry and came back and you were gone
1,"@portjeffstation hello from Porto Alegre, Brasil!  I love New York, I've lived there for 2 years!"
1,islands of adventure- so much fun.
0,Oh noo! My alarm didn't go off
0,"wants to be in Destin this evening, but will be in Rockledge."
